id,price,levy,manufacturer,model,prod_year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo
45812395,3000,0.0,opel,astra,2003,sedan,no,petrol,1.9,2222,2,manual,front,04-may,left wheel,purple,11,False
45797770,19384,583.0,hyundai,elantra,2011,sedan,yes,petrol,1.6,127983,4,automatic,front,04-may,left wheel,grey,4,False
45781247,4704,0.0,nissan,march,2002,sedan,no,petrol,1.4,200000,4,automatic,4x4,04-may,right-hand drive,green,2,False
45813442,13172,1091.0,toyota,camry,2016,sedan,yes,petrol,2.5,151443,4,automatic,front,04-may,left wheel,grey,12,False
45811047,5018,0.0,mercedes-benz,smart,2004,hatchback,no,petrol,1.3,1000900,4,tiptronic,front,04-may,right-hand drive,black,8,False
45655250,784,917.0,bmw,x5,2013,jeep,yes,diesel,3.0,0,6,automatic,4x4,04-may,left wheel,black,12,False
45115882,19757,0.0,hyundai,elantra,2015,sedan,no,petrol,1.8,76800,4,tiptronic,front,04-may,left wheel,blue,12,False
45596517,20385,1091.0,mazda,cx-5 touring,2016,jeep,no,petrol,2.5,122918,4,automatic,front,04-may,left wheel,blue,8,False
45759338,157,915.0,audi,a7,2014,hatchback,yes,petrol,3.0,401128,6,automatic,4x4,04-may,left wheel,grey,0,False
45760345,35438,0.0,hyundai,sonata,2016,sedan,yes,hybrid,2.0,144000,4,tiptronic,front,04-may,left wheel,silver,0,False
45655100,941,1356.0,lexus,gx 460,2014,jeep,yes,petrol,4.6,200402,8,automatic,4x4,04-may,left wheel,silver,0,False
45548755,31047,333.0,subaru,xv,2014,jeep,yes,hybrid,2.0,99200,4,tiptronic,4x4,04-may,left wheel,green,12,False
45813047,4234,642.0,volkswagen,tiguan,2012,jeep,yes,petrol,2.0,307072,4,automatic,front,04-may,left wheel,black,12,False
45766664,1176,831.0,honda,cr-v,2011,jeep,yes,petrol,2.4,200960,4,automatic,front,04-may,left wheel,blue,12,False
45027069,20300,0.0,ford,fusion,2013,sedan,no,petrol,1.6,155300,4,automatic,front,04-may,left wheel,black,10,True
45018705,8154,0.0,honda,edix,2004,hatchback,no,petrol,1.7,1000,4,automatic,front,04-may,right-hand drive,blue,0,True
45759679,2800,0.0,hyundai,elantra,1999,sedan,no,petrol,2.0,1111,4,automatic,front,04-may,left wheel,silver,4,False
45741418,37633,1211.0,mercedes-benz,ml 350 bluetec,2010,jeep,yes,diesel,3.0,69000,6,tiptronic,4x4,04-may,left wheel,black,12,True
33919101,100,0.0,hyundai,ix35 2.0,2013,jeep,yes,petrol,2.0,100000,10,tiptronic,4x4,04-may,left wheel,silver,12,False
45733564,42987,1017.0,hyundai,sonata,2017,sedan,yes,petrol,2.0,85532,4,automatic,front,04-may,left wheel,black,4,False
45729729,42692,730.0,ssangyong,actyon,2016,jeep,yes,petrol,1.6,24846,4,automatic,front,04-may,left wheel,white,4,False
45732564,37476,891.0,hyundai,santa fe,2016,jeep,yes,diesel,2.0,24526,4,automatic,front,04-may,left wheel,white,4,False
45805601,13485,0.0,opel,zafira,2007,universal,yes,diesel,1.9,0,4,manual,front,04-may,left wheel,beige,6,True
45804057,47537,877.0,hyundai,tucson,2017,jeep,yes,diesel,1.7,93720,4,automatic,front,04-may,left wheel,white,4,False
45807576,7997,0.0,volkswagen,touran,2004,minivan,no,petrol,2.0,135000,4,tiptronic,front,04-may,right-hand drive,silver,8,False
45810846,3293,1872.0,chevrolet,impala,2018,sedan,yes,petrol,3.6,71194,6,automatic,front,04-may,left wheel,silver,12,False
45642848,15681,650.0,chevrolet,cruze,2016,sedan,no,petrol,1.4,107200,4,automatic,rear,04-may,left wheel,black,6,True
45803148,10976,765.0,hyundai,sonata,2015,sedan,yes,lpg,2.0,421167,4,automatic,front,04-may,left wheel,white,4,False
45729789,27654,629.0,hyundai,elantra,2015,sedan,yes,petrol,1.6,11261,4,automatic,front,04-may,left wheel,white,4,False
45732730,14166,640.0,hyundai,sonata,2013,sedan,yes,petrol,2.0,206088,4,automatic,front,04-may,left wheel,white,4,False
45792408,14426,764.0,kia,optima,2015,sedan,yes,petrol,2.0,64032,4,automatic,front,04-may,left wheel,silver,4,False
45803492,12231,765.0,hyundai,sonata,2015,sedan,yes,lpg,2.0,216070,4,automatic,front,04-may,left wheel,silver,4,False
45808625,3136,1694.0,nissan,frontier,2016,sedan,yes,petrol,4.0,105427,6,automatic,front,04-may,left wheel,brown,12,False
45776078,18817,0.0,bmw,750 4.8,2005,sedan,yes,cng,4.8,210000,8,tiptronic,rear,04-may,left wheel,white,12,False
45780590,10349,0.0,mercedes-benz,e 320,2001,sedan,yes,diesel,3.2,195330,6,tiptronic,rear,04-may,left wheel,silver,6,True
45814980,2195,777.0,toyota,camry,2014,sedan,yes,petrol,2.5,328282,4,automatic,front,04-may,left wheel,silver,12,False
45797698,46414,915.0,mercedes-benz,ml 350,2014,jeep,yes,diesel,3.0,57755,6,automatic,4x4,04-may,left wheel,white,6,False
45744836,19757,0.0,hyundai,veloster r-spec,2014,coupe,yes,petrol,1.6,96000,4,manual,front,02-mar,left wheel,black,6,True
45806739,11760,2377.0,dodge,ramcharger,2016,sedan,yes,petrol,5.7,87434,8,automatic,rear,04-may,left wheel,black,12,False
45809140,627,1470.0,jaguar,xf,2013,sedan,yes,petrol,5.0,85459,8,automatic,rear,04-may,left wheel,silver,12,False
45732991,20883,640.0,hyundai,sonata,2013,sedan,yes,petrol,2.0,126655,4,automatic,front,04-may,left wheel,grey,4,False
45618106,8938,1399.0,mercedes-benz,e 350,2010,sedan,yes,diesel,3.5,256914,6,automatic,4x4,04-may,left wheel,grey,12,False
45209840,29793,0.0,toyota,camry,2015,sedan,yes,hybrid,2.5,85000,4,variator,front,04-may,left wheel,black,10,False
45791588,18817,0.0,renault,megane,2010,hatchback,no,diesel,1.5,190000,4,automatic,front,04-may,left wheel,white,8,False
45801783,6272,0.0,toyota,rav 4,1995,jeep,no,cng,2.0,0,4,automatic,4x4,02-mar,right-hand drive,blue,0,False
45789074,11917,0.0,toyota,vitz rs,2008,hatchback,yes,petrol,1.5,95000,4,variator,front,04-may,right-hand drive,white,4,False
45790955,28225,0.0,ford,fusion,2016,sedan,no,petrol,2.5,70500,4,automatic,front,04-may,left wheel,black,8,False
45776156,32302,0.0,hyundai,azera,2012,sedan,yes,petrol,3.0,122000,6,automatic,front,04-may,left wheel,white,12,False
45733614,53282,1017.0,hyundai,sonata,2017,sedan,yes,petrol,2.0,37844,4,automatic,front,04-may,left wheel,white,4,False
45796736,15994,595.0,ford,fusion,2015,sedan,yes,petrol,1.5,163711,4,automatic,front,04-may,left wheel,black,12,True
45730474,29075,640.0,ssangyong,rexton,2013,jeep,yes,diesel,2.0,169027,4,automatic,front,04-may,left wheel,silver,4,False
45661647,22894,1273.0,mercedes-benz,ml 350,2015,jeep,yes,diesel,3.5,79080,6,automatic,4x4,04-may,left wheel,grey,12,False
45744747,5802,790.0,daewoo,lacetti,2009,sedan,yes,petrol,1.6,107125,4,automatic,front,04-may,left wheel,black,4,False
45810370,9408,966.0,suzuki,sx4,2009,jeep,no,petrol,2.0,107000,4,automatic,4x4,04-may,left wheel,grey,8,False
45774871,3700,0.0,vaz,2107 07,1999,sedan,no,petrol,1.7,1000,4,manual,rear,04-may,left wheel,white,0,False
45802845,81445,1174.0,hyundai,santa fe,2020,jeep,yes,diesel,2.2,25468,4,automatic,front,04-may,left wheel,white,4,False
45787409,14740,862.0,toyota,camry,2011,sedan,yes,petrol,2.5,208000,6,tiptronic,4x4,04-may,left wheel,black,10,False
45787118,14583,0.0,toyota,prius,2010,sedan,no,hybrid,1.8,208000,4,variator,front,04-may,left wheel,golden,6,False
45803044,41553,891.0,hyundai,santa fe,2016,jeep,yes,diesel,2.0,145339,4,automatic,front,04-may,left wheel,black,4,False
45808504,2744,862.0,nissan,altima,2011,sedan,yes,petrol,2.5,266819,4,automatic,front,04-may,left wheel,black,12,False
45806363,34497,919.0,bmw,535,2012,sedan,yes,petrol,3.0,124000,6,tiptronic,4x4,04-may,left wheel,white,16,True
45569390,20385,779.0,toyota,camry,2013,sedan,yes,petrol,2.5,102000,4,tiptronic,front,04-may,left wheel,blue,10,False
45797009,7213,0.0,mitsubishi,colt,2004,hatchback,no,petrol,1.2,180000,4,variator,front,04-may,right-hand drive,silver,8,False
44781284,30420,765.0,ford,transit custom,2015,microbus,no,diesel,2.0,120000,4,manual,front,04-may,left wheel,white,2,True
45803080,56845,1017.0,hyundai,santa fe,2017,jeep,yes,diesel,2.0,88000,4,automatic,front,04-may,left wheel,grey,4,False
45797457,22580,891.0,hyundai,elantra,2016,sedan,yes,petrol,2.0,52000,4,automatic,front,04-may,left wheel,black,0,False
45772435,3000,0.0,opel,astra,1996,universal,no,cng,1.6,600000,4,manual,front,04-may,left wheel,blue,2,False
45757675,7527,934.0,toyota,camry,2015,sedan,yes,petrol,2.5,151610,4,automatic,front,04-may,left wheel,white,12,False
45809628,30602,609.0,honda,fit,2016,universal,yes,petrol,1.3,16714,4,automatic,front,04-may,left wheel,black,4,False
45555548,39201,1053.0,acura,rdx,2014,jeep,yes,petrol,3.5,81600,6,automatic,4x4,04-may,left wheel,grey,10,False
45730433,44134,730.0,ssangyong,actyon,2016,jeep,yes,diesel,1.6,56150,4,automatic,front,04-may,left wheel,red,4,False
45781584,6272,0.0,volvo,960,1995,sedan,yes,petrol,2.5,253442,6,automatic,rear,04-may,left wheel,white,2,False
45749301,7840,0.0,honda,elysion 3.0,2004,minivan,no,petrol,3.0,219000,6,automatic,front,04-may,right-hand drive,black,6,False
45803726,27827,765.0,hyundai,tucson,2015,jeep,yes,diesel,2.0,161388,4,automatic,front,04-may,left wheel,white,4,False
45774561,16000,0.0,bmw,x5,2004,jeep,yes,petrol,3.0,300000,6,tiptronic,4x4,04-may,left wheel,silver,10,False
45802596,35237,639.0,hyundai,santa fe,2014,jeep,yes,diesel,2.0,170623,4,automatic,front,04-may,left wheel,white,4,False
45803129,11604,1017.0,hyundai,sonata,2017,sedan,yes,lpg,2.0,345316,4,automatic,front,04-may,left wheel,orange,4,False
45803952,19657,707.0,hyundai,tucson,2011,jeep,yes,diesel,2.0,129000,4,automatic,front,04-may,left wheel,grey,4,False
45797193,16954,836.0,hyundai,genesis,2010,coupe,yes,petrol,2.0,170340,4,automatic,front,04-may,left wheel,black,4,False
45808902,118519,1228.0,ford,explorer,2018,jeep,yes,petrol,2.3,14263,4,automatic,front,04-may,left wheel,white,4,False
45725935,16333,707.0,ssangyong,actyon,2011,sedan,yes,diesel,2.0,189855,4,automatic,front,04-may,left wheel,silver,4,False
45802219,41654,1091.0,hyundai,h1,2016,minivan,yes,diesel,2.5,41000,4,automatic,front,04-may,left wheel,white,4,False
45803614,19441,1024.0,hyundai,h1,2010,minivan,yes,diesel,2.5,82111,4,automatic,front,04-may,left wheel,white,4,False
45787374,13485,0.0,opel,zafira b,2007,minivan,no,diesel,1.9,265000,4,manual,front,04-may,left wheel,silver,2,True
44960548,11290,746.0,toyota,prius,2009,hatchback,no,hybrid,1.5,99000,4,automatic,front,04-may,left wheel,green,8,False
45580471,11800,1296.0,toyota,camry,2008,sedan,yes,hybrid,2.4,171200,4,automatic,front,04-may,left wheel,beige,12,False
45800806,7527,0.0,ford,transit,1995,microbus,no,diesel,2.5,111111,4,manual,rear,04-may,left wheel,yellow,2,False
44684078,13799,0.0,toyota,prius 1.5i,2008,sedan,yes,hybrid,1.5,145000,4,variator,front,04-may,left wheel,grey,12,False
45730900,16280,836.0,hyundai,genesis,2010,coupe,yes,petrol,2.0,158663,4,automatic,front,04-may,left wheel,grey,4,False
45731062,30326,1091.0,hyundai,h1,2016,universal,yes,diesel,2.5,40877,4,automatic,front,04-may,left wheel,grey,4,False
45783822,7840,0.0,mercedes-benz,e 280,1998,sedan,yes,cng,2.8,3200,6,automatic,4x4,04-may,left wheel,black,6,False
45816351,6,595.0,toyota,prius c,2015,hatchback,yes,petrol,1.5,105600,4,automatic,front,04-may,left wheel,black,12,False
45813907,11447,1172.0,mercedes-benz,e 350,2011,sedan,yes,petrol,3.5,248525,6,automatic,4x4,04-may,left wheel,grey,12,False
44659258,21012,1051.0,kia,optima,2016,sedan,no,petrol,2.4,910000,4,tiptronic,front,04-may,left wheel,black,8,False
45779769,16308,0.0,chevrolet,cruze,2012,sedan,no,petrol,1.4,163000,4,tiptronic,front,04-may,left wheel,black,8,True
45803033,53188,1079.0,hyundai,santa fe,2018,jeep,yes,diesel,2.0,47692,4,automatic,front,04-may,left wheel,black,4,False
45800811,3000,0.0,rover,200,1998,coupe,no,petrol,1.4,0,4,manual,front,02-mar,left wheel,silver,3,False
45808430,6272,0.0,honda,fit,2002,hatchback,no,petrol,1.3,161000,4,automatic,front,04-may,right-hand drive,red,4,False
45769115,7840,0.0,bmw,318,2000,sedan,no,cng,1.9,0,4,manual,rear,04-may,left wheel,silver,8,False
45792128,10036,924.0,kia,cadenza,2011,sedan,yes,petrol,2.7,68105,6,automatic,front,04-may,left wheel,silver,4,False
45808652,1098,1018.0,audi,a6,2011,sedan,yes,petrol,3.0,0,6,automatic,4x4,04-may,left wheel,silver,12,False
45526115,9722,0.0,volkswagen,jetta,2007,sedan,yes,petrol,2.5,198245,5,automatic,front,04-may,left wheel,black,10,False
45797043,7840,0.0,dodge,durango,2003,jeep,no,cng,4.7,240000,8,automatic,4x4,04-may,left wheel,brown,6,False
45675483,21326,586.0,toyota,prius v,2012,universal,yes,hybrid,1.8,197000,4,variator,front,04-may,left wheel,beige,8,False
45793345,23521,696.0,mercedes-benz,vito,2013,minivan,no,diesel,2.2,167000,4,manual,rear,04-may,left wheel,white,2,True
45754198,706,934.0,toyota,camry,2015,sedan,yes,petrol,2.5,82160,4,automatic,front,04-may,left wheel,pink,12,False
45785703,7840,5877.0,mercedes-benz,clk 430,2005,cabriolet,no,petrol,7.3,156470,12,automatic,rear,04-may,left wheel,black,12,False
45767818,10036,0.0,bmw,330,2001,coupe,yes,petrol,3.0,330000,6,manual,rear,02-mar,left wheel,blue,4,False
45811272,4200,0.0,volkswagen,sharan,2004,minivan,no,diesel,1.9,180000,4,manual,front,04-may,left wheel,beige,2,True
44565365,32929,0.0,toyota,prius,2016,hatchback,no,hybrid,1.6,85000,4,automatic,front,04-may,left wheel,white,12,False
45792295,8320,640.0,kia,optima,2013,sedan,yes,petrol,2.0,52448,4,automatic,front,04-may,left wheel,silver,4,False
45804395,12544,1024.0,ford,fusion,2010,sedan,yes,hybrid,2.5,180973,4,automatic,front,04-may,left wheel,blue,0,False
45809361,45825,400.0,toyota,aqua,2018,universal,yes,hybrid,1.5,9942,4,automatic,front,04-may,left wheel,grey,4,False
45799613,17249,0.0,mercedes-benz,ml 270 cdi,2002,jeep,yes,diesel,2.7,288578,5,tiptronic,4x4,04-may,left wheel,blue,10,True
45765502,94,1017.0,mercedes-benz,e 300,2017,sedan,yes,petrol,2.0,1600,4,automatic,rear,04-may,left wheel,black,12,False
45812796,21169,1051.0,hyundai,sonata,2016,sedan,no,petrol,2.4,60000,6,tiptronic,front,04-may,left wheel,black,8,False
45803401,9252,765.0,hyundai,sonata,2015,sedan,yes,lpg,2.0,587949,4,automatic,front,04-may,left wheel,orange,4,False
37784235,31047,0.0,hyundai,ix35,2011,jeep,no,petrol,2.0,118023,4,tiptronic,4x4,04-may,left wheel,silver,12,False
45816551,4077,0.0,toyota,rav 4,2001,jeep,no,petrol,2.0,250000,4,manual,front,02-mar,left wheel,green,8,False
45476077,7840,0.0,honda,civic ferio,2003,sedan,no,cng,1.5,0,4,automatic,front,04-may,right-hand drive,white,4,False
45018680,17876,584.0,hyundai,elantra,2014,sedan,no,petrol,1.8,155360,4,tiptronic,front,04-may,left wheel,grey,6,False
45815128,6899,1273.0,toyota,avalon,2015,sedan,yes,petrol,3.5,122418,6,automatic,front,04-may,left wheel,blue,12,False
45768566,314,1474.0,jaguar,xf,2012,sedan,yes,petrol,5.0,82925,8,automatic,rear,04-may,left wheel,green,12,False
45646984,549,1058.0,mercedes-benz,c 350,2012,coupe,yes,petrol,3.5,256958,6,automatic,rear,02-mar,left wheel,white,12,False
45806548,16935,1493.0,toyota,highlander,2016,jeep,yes,petrol,3.5,0,6,automatic,front,04-may,left wheel,silver,12,False
45731562,29793,810.0,volkswagen,passat,2016,sedan,yes,petrol,1.8,80000,4,tiptronic,front,04-may,left wheel,white,14,True
45814401,1000,0.0,mitsubishi,carisma,2001,hatchback,no,petrol,2.0,0,4,manual,front,04-may,left wheel,grey,0,False
45814029,8781,0.0,bmw,318,2001,sedan,no,petrol,1.9,159344,4,tiptronic,rear,04-may,right-hand drive,silver,6,False
45768810,314,779.0,volvo,s60,2013,sedan,yes,petrol,2.5,306266,5,automatic,4x4,04-may,left wheel,white,12,False
45811772,18189,614.0,volkswagen,jetta tdi,2012,sedan,yes,diesel,1.9,8100,4,tiptronic,front,04-may,left wheel,silver,0,True
45809304,16960,595.0,honda,fit,2015,hatchback,yes,petrol,1.5,131455,4,automatic,front,04-may,left wheel,blue,4,False
45729656,28830,528.0,hyundai,elantra,2014,sedan,yes,diesel,1.6,83147,4,automatic,front,04-may,left wheel,white,4,False
45813466,627,640.0,bmw,528,2013,sedan,yes,petrol,2.0,0,4,automatic,rear,04-may,left wheel,silver,12,False
45549647,11917,0.0,opel,zafira,2003,minivan,no,petrol,1.8,201600,4,manual,front,>5,left wheel,silver,8,False
45786982,9722,0.0,ford,transit,1996,microbus,no,diesel,2.5,270000,4,manual,rear,04-may,left wheel,sky blue,2,False
45806551,40769,0.0,toyota,highlander,2010,jeep,yes,petrol,3.5,225600,6,tiptronic,front,04-may,left wheel,silver,6,False
45796663,20385,530.0,ford,fusion,2013,sedan,yes,petrol,1.6,129600,4,tiptronic,front,04-may,left wheel,carnelian red,12,False
45797571,14301,781.0,hyundai,h1,2012,minivan,yes,diesel,2.5,59304,4,automatic,front,04-may,left wheel,silver,4,False
45813046,2587,749.0,hyundai,sonata,2014,sedan,yes,petrol,2.4,244266,4,automatic,front,04-may,left wheel,blue,12,False
45813369,706,640.0,bmw,528,2013,sedan,yes,petrol,2.0,140944,4,automatic,4x4,04-may,left wheel,grey,12,False
44611117,19400,751.0,kia,optima,2013,sedan,yes,petrol,2.4,71234,4,tiptronic,front,04-may,left wheel,black,12,False
45025967,13799,891.0,mazda,mazda 3 sport,2016,sedan,no,petrol,2.0,96877,4,automatic,front,04-may,left wheel,black,8,False
45803953,18647,707.0,hyundai,tucson,2011,jeep,yes,diesel,2.0,192085,4,automatic,front,04-may,left wheel,grey,4,False
45789343,3000,0.0,opel,astra,1996,sedan,no,cng,1.6,1111,4,manual,front,04-may,left wheel,black,4,False
44343992,86243,0.0,mercedes-benz,s 63 amg,2010,sedan,yes,petrol,5.5,183000,8,automatic,rear,04-may,left wheel,grey,12,True
45772059,549,1481.0,ford,focus,2006,sedan,yes,petrol,2.0,240746,4,automatic,front,04-may,left wheel,black,12,False
45771805,14897,1091.0,toyota,rav 4,2016,jeep,yes,petrol,2.5,41019,4,automatic,4x4,04-may,left wheel,silver,12,False
45806741,20385,1017.0,hyundai,elantra,2017,sedan,no,petrol,2.0,89000,4,automatic,front,04-may,left wheel,blue,6,False
45804838,37125,1017.0,hyundai,tucson,2017,jeep,yes,diesel,2.0,169031,4,automatic,front,04-may,left wheel,black,4,False
45797777,19384,583.0,hyundai,elantra,2011,sedan,yes,petrol,1.6,124892,4,automatic,front,04-may,left wheel,white,4,False
45729961,20532,1273.0,ssangyong,rexton,2009,jeep,yes,diesel,2.7,163240,4,automatic,front,04-may,left wheel,silver,4,False
45618047,68994,1493.0,mercedes-benz,gle 350,2016,jeep,yes,petrol,3.5,117368,6,automatic,4x4,04-may,left wheel,black,0,False
45068305,14740,642.0,hyundai,i30,2012,pickup,yes,petrol,2.0,156000,4,automatic,front,04-may,left wheel,white,8,False
45732638,15530,891.0,hyundai,sonata,2016,sedan,yes,lpg,2.0,301827,4,automatic,front,04-may,left wheel,silver,4,False
45555779,42337,1211.0,bmw,x6,2010,jeep,yes,petrol,3.0,171000,6,tiptronic,4x4,04-may,left wheel,black,16,True
45592618,20000,0.0,kia,optima,2012,sedan,yes,hybrid,2.4,11111,2,automatic,front,04-may,left wheel,grey,6,False
45814759,3000,1688.0,volkswagen,vento,1996,sedan,no,petrol,2.0,203658,4,manual,front,04-may,left wheel,black,2,False
45797881,25089,1347.0,hyundai,h1,2008,minivan,yes,diesel,2.5,93042,4,automatic,front,04-may,left wheel,yellow,4,False
45783249,5645,0.0,opel,vectra,1998,sedan,no,petrol,1.6,3500,4,manual,front,04-may,left wheel,blue,6,False
45762954,125,1324.0,toyota,highlander,2010,jeep,yes,hybrid,3.3,316912,6,automatic,4x4,04-may,left wheel,blue,12,False
45767115,2509,0.0,bmw,318,1995,hatchback,no,petrol,2.0,0,6,manual,rear,02-mar,left wheel,black,0,False
45809930,46866,697.0,honda,civic,2015,sedan,yes,petrol,1.8,24696,4,automatic,front,04-may,left wheel,red,4,False
45732996,26262,1292.0,hyundai,sonata,2016,sedan,yes,lpg,3.0,153616,4,automatic,front,04-may,left wheel,silver,4,False
45806705,18503,781.0,volkswagen,passat,2012,sedan,yes,petrol,2.5,85000,4,tiptronic,front,04-may,left wheel,white,12,False
45806385,16308,1017.0,ford,focus,2017,sedan,no,petrol,2.0,48000,4,automatic,front,04-may,left wheel,red,12,False
45657114,5372,742.0,honda,civic,2008,sedan,no,hybrid,1.3,162123,4,automatic,front,04-may,left wheel,silver,8,False
45793211,10036,0.0,opel,astra,2004,hatchback,no,petrol,1.6,191576,4,manual,front,04-may,left wheel,black,6,False
45776884,5331,0.0,mercedes-benz,c 180,1999,sedan,no,cng,1.8,0,4,tiptronic,rear,04-may,right-hand drive,blue,2,False
44875343,17249,0.0,bmw,x5,2005,jeep,yes,petrol,3.0,196000,6,tiptronic,4x4,04-may,left wheel,brown,8,False
45808949,8097,790.0,daewoo,lacetti,2009,sedan,yes,petrol,1.6,164804,4,automatic,front,04-may,left wheel,grey,4,False
45760084,627,586.0,lexus,ct 200h,2012,hatchback,yes,hybrid,1.8,142394,4,automatic,front,04-may,left wheel,white,0,False
45739626,32929,0.0,bmw,535,2012,sedan,yes,petrol,3.0,164800,6,tiptronic,rear,04-may,left wheel,white,12,True
45777042,25089,0.0,toyota,camry,2013,sedan,no,hybrid,2.5,122080,4,tiptronic,rear,04-may,left wheel,black,8,False
45792503,6743,641.0,kia,optima,2012,sedan,yes,petrol,2.0,345673,4,automatic,front,04-may,left wheel,silver,4,False
44719295,10663,1268.0,toyota,aqua,2012,hatchback,yes,hybrid,1.5,122000,4,variator,front,04-may,right-hand drive,red,2,False
45433270,18817,333.0,ford,c-max,2014,hatchback,no,hybrid,2.0,44000,4,variator,front,04-may,left wheel,silver,8,False
45348551,16621,0.0,hyundai,elantra gt,2012,sedan,yes,petrol,1.8,182400,4,manual,front,04-may,left wheel,grey,8,False
45793545,6241,1282.0,chevrolet,captiva,2007,jeep,yes,diesel,2.0,67435,4,automatic,front,04-may,left wheel,silver,4,False
45792407,21012,0.0,dodge,caravan,2012,minivan,no,petrol,3.6,160000,6,tiptronic,front,04-may,left wheel,black,4,False
45793617,19757,0.0,subaru,xv,2014,jeep,no,petrol,2.0,180000,4,tiptronic,4x4,04-may,left wheel,orange,12,False
45808835,23521,1017.0,ford,focus titanium,2017,sedan,yes,petrol,2.0,100800,4,tiptronic,front,04-may,left wheel,white,0,False
45760660,282,777.0,subaru,forester,2014,jeep,yes,petrol,2.5,234781,4,automatic,4x4,04-may,left wheel,black,0,False
45790905,12544,0.0,nissan,x-terra,2004,jeep,no,cng,3.3,999999999,6,tiptronic,4x4,04-may,left wheel,black,8,False
45781935,21326,0.0,kia,optima eco,2015,sedan,no,hybrid,2.4,48000,4,tiptronic,front,04-may,left wheel,white,8,False
45610723,6272,0.0,daihatsu,terios,1998,jeep,no,petrol,1.3,1000,4,manual,4x4,04-may,left wheel,purple,0,False
45804518,22357,707.0,hyundai,tucson,2011,jeep,yes,diesel,2.0,184067,4,automatic,front,04-may,left wheel,grey,4,False
44925464,14113,1185.0,ford,escape hybrid,2009,jeep,yes,hybrid,2.5,143131,4,automatic,front,04-may,left wheel,silver,8,False
45809227,16750,382.0,honda,fit,2017,hatchback,yes,hybrid,1.5,110050,4,automatic,front,04-may,left wheel,white,4,False
45646557,549,640.0,bmw,328,2013,sedan,yes,petrol,2.0,209027,4,automatic,4x4,04-may,left wheel,white,12,False
45789439,5018,0.0,mitsubishi,colt,2003,hatchback,no,petrol,1.3,245000,4,variator,front,04-may,right-hand drive,silver,2,False
45766039,13485,642.0,volkswagen,jetta,2012,sedan,no,petrol,2.0,65000,4,automatic,front,04-may,left wheel,grey,0,False
45757107,6899,0.0,toyota,vitz,2001,sedan,no,petrol,1.3,190500,4,automatic,front,04-may,left wheel,pink,4,False
45549477,45473,0.0,hyundai,tucson,2017,jeep,no,petrol,1.6,17000,4,tiptronic,4x4,04-may,left wheel,black,10,True
45781938,2195,0.0,vaz,2107,1988,sedan,no,petrol,1.5,150000,4,manual,rear,04-may,left wheel,blue,0,False
45801591,20266,528.0,hyundai,elantra,2014,sedan,yes,diesel,1.6,138598,4,automatic,front,04-may,left wheel,white,4,False
45790151,15053,0.0,bmw,530,2004,sedan,yes,petrol,3.0,201000,6,tiptronic,rear,04-may,left wheel,black,8,False
45781746,17249,0.0,mercedes-benz,ml 350,2005,jeep,yes,petrol,3.7,280000,6,tiptronic,4x4,04-may,left wheel,silver,8,False
45810668,12000,1132.0,toyota,prius,2006,hatchback,yes,hybrid,1.5,115000,4,automatic,front,04-may,left wheel,silver,12,False
45789823,17249,0.0,mercedes-benz,e 350,2006,sedan,yes,cng,3.5,167563,6,tiptronic,4x4,04-may,left wheel,brown,12,False
45343340,17562,0.0,toyota,prius,2010,hatchback,yes,hybrid,1.8,192000,4,automatic,front,04-may,left wheel,black,8,False
45765636,1568,1172.0,mercedes-benz,e 350,2011,coupe,yes,diesel,3.5,226251,6,automatic,rear,02-mar,left wheel,black,12,False
45810995,26030,1811.0,lexus,gx 460,2010,jeep,yes,petrol,4.6,155821,8,automatic,4x4,04-may,left wheel,black,12,False
45732057,28780,707.0,hyundai,santa fe,2011,jeep,yes,diesel,2.0,129129,4,automatic,front,04-may,left wheel,silver,4,False
45813151,220,919.0,mercedes-benz,ml 350,2012,jeep,yes,diesel,3.0,209072,6,automatic,4x4,04-may,left wheel,grey,12,False
44923002,14700,0.0,toyota,prius,2009,hatchback,yes,hybrid,1.8,249600,4,variator,front,04-may,left wheel,black,6,False
45755468,19444,777.0,subaru,forester,2014,jeep,no,petrol,2.5,127000,4,variator,4x4,04-may,left wheel,black,12,False
45788857,21953,0.0,toyota,prius,2015,sedan,no,hybrid,1.8,67200,4,automatic,front,04-may,left wheel,black,8,False
45766466,314,1624.0,mercedes-benz,e 350,2009,sedan,yes,diesel,3.5,266061,6,automatic,4x4,04-may,left wheel,black,12,False
45776597,13642,0.0,renault,megane,2009,hatchback,no,diesel,1.5,240000,4,manual,front,04-may,left wheel,silver,8,False
45780106,17562,779.0,toyota,camry,2013,sedan,no,petrol,2.5,140328,4,automatic,front,04-may,left wheel,black,0,False
45584191,13485,843.0,toyota,prius,2008,hatchback,yes,hybrid,1.5,137000,4,variator,front,04-may,left wheel,blue,12,False
45573337,10036,0.0,mitsubishi,pajero io,1998,jeep,no,petrol,1.8,130000,4,automatic,4x4,04-may,left wheel,blue,0,False
45802331,29636,862.0,hyundai,h1,2011,minivan,yes,diesel,2.5,38283,4,automatic,front,04-may,left wheel,silver,4,False
45732986,13953,836.0,hyundai,sonata,2010,sedan,yes,petrol,2.0,176635,4,automatic,front,04-may,left wheel,silver,4,False
